Graph,T_1 Value,T_1 Pot,T_1 Ratios,T_1 Time,T_1 Orientation,T_2 Value,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
D?{,2,"[a, AAAA]","[4, 1]",0.017070599998987745,"[[0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0]]",2,"[a, AAAA]","[4, 1]","[[[0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0]]]",1,,,,True,0.004555100000288803,1.1999945854768157e-06
DCw,3,"[AA, a, aAA]","[1, 3, 1]",0.016876699999556877,"[[0, 0, 0, 0.0, -0.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0], [1.0, 0.0, 0.0, 0, 0]]",3,"[a, AAB, Ab]","[3, 1, 1]","[[[0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 1.0], [0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]]]",2,,,,True,0.08041329999832669,0.15949710000131745
DC{,3,"[a, aAAA, aA]","[2, 1, 2]",0.017215399995620828,"[[0, 0, 0, 1.0, 0.0], [0, 0, 0, 0, 1.0], [0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 1.0], [1.0, 0.0, 0.0, 0.0, 0]]",4,"[aB, AB, bbbb, B]","[1, 1, 1, 2]","[[[0, 0, 0, -0.0, 0.0], [0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,0.7408845999962068,0.20155700000032084
DEk,3,"[a, aA, aAA]","[2, 1, 2]",0.01838560000032885,"[[0, 0, 0, 1.0, -0.0], [0, 0, 0, 1.0, 0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 1.0], [1.0, 0, 0.0, 0.0, 0]]",4,"[aB, ABB, bbB, b]","[1, 1, 1, 2]","[[[0, 0, 0, 1.0, 0.0], [0, 0, 0, -0.0, 0], [0, 0, 0, 0, -0.0], [0.0, 0.0, 0, 0, 0.0], [0.0, 0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0.0], [0, 0, 0, 1.0, 0], [0, 0, 0, 0, 1.0], [0.0, -0.0, 0, 0, 0.0], [1.0, 0, -0.0, 1.0, 0]]]",2,,,,True,0.6550866999969003,0.1971300999939558
DEw,3,"[aA, A, aaA]","[3, 1, 1]",0.022712999998475425,"[[0, 0, 0, 1.0, -0.0], [0, 0, 0, -0.0, 1.0], [0, 0, 0, 0, 0.0], [0.0, 1.0, 0, 0, 0], [1.0, 0.0, 1.0, 0, 0]]",4,"[aB, AA, bbB, b]","[2, 1, 1, 1]","[[[0, 0, 0, 1.0, 0.0], [0, 0, 0, 1.0, 0.0], [0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0.0], [0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0]]]",2,,,,True,0.9311047999945004,0.14687660000345204
DE{,4,"[aa, a, aAAA, AAA]","[2, 1, 1, 1]",0.040924100001575425,"[[0, 0, 0, 1.0, 1.0], [0, 0, 0, 1.0, 1.0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, -0.0], [0.0, 0.0, 0.0, 1.0, 0]]",4,"[a, AbBB, bb, BBB]","[1, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0], [0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 1.0, 1.0], [0, 0, 0, 1.0, 1.0], [0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 1.0, 0]]]",2,,,,True,0.5122469999987516,0.5923638000022038
DFw,2,"[aaa, AA]","[2, 3]",0.009045499995409045,"[[0, 0, 0, -0.0, -0.0], [0, 0, 0, -0.0, -0.0], [0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 0, 0], [1.0, 1.0, 1.0, 0, 0]]",2,"[aa, AAA]","[3, 2]","[[[0, 0, 0, 1.0, 1.0], [0, 0, 0, 1.0, 1.0], [0, 0, 0, 1.0, 1.0], [0.0, 0.0, 0.0, 0, 0], [0.0, 0.0, 0.0, 0, 0]]]",1,,,,True,0.007637700000486802,1.0999938240274787e-06
DF{,2,"[aaAA, aA]","[2, 3]",0.009176400002615992,"[[0, 0, 0, -0.0, 1.0], [0, 0, 0, -0.0, 1.0], [0, 0, 0, 1.0, -0.0], [1.0, 1.0, 0.0, 0, -0.0], [0.0, 0.0, 1.0, 1.0, 0]]",3,"[aB, AAbB, Abbb]","[3, 1, 1]","[[[0, 0, 0, 0.0, 1.0], [0, 0, 0, 0.0, 1.0], [0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0.0], [0, 0, 0, 0.0, 0.0], [0, 0, 0, 0.0, 0.0], [1.0, 1.0, 0.0, 0, 1.0], [0.0, 0.0, 1.0, 0.0, 0]]]",2,,,,True,0.19114270000136457,0.5064869000052568
DQo,3,"[a, AA, aa]","[2, 2, 1]",0.015737400004582014,"[[0, 0, 0.0, 0, -0.0], [0, 0, 0, 0.0, -0.0], [1.0, 0, 0, 0, 0], [0, 1.0, 0, 0, 0], [1.0, 1.0, 0, 0, 0]]",3,"[a, AB, bb]","[2, 2, 1]","[[[0, 0, 0.0, 0, 0.0], [0, 0, 0, 0.0, 0.0], [1.0, 0, 0, 0, 0], [0, 1.0, 0, 0, 0], [0.0, 0.0, 0, 0, 0]], [[0, 0, 0.0, 0, 0.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0], [0, 0.0, 0, 0, 0], [1.0, 1.0, 0, 0, 0]]]",2,,,,True,0.06975750000128755,0.049438599999120925
DQw,3,"[aA, A, aaA]","[3, 1, 1]",0.01665970000613015,"[[0, 0, 1.0, 0, -0.0], [0, 0, 0, 1.0, -0.0], [0.0, 0, 0, 0, 1.0], [0, 0.0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0]]",4,"[aB, AB, A, bbb]","[2, 1, 1, 1]","[[[0, 0, 0.0, 0, 0.0], [0, 0, 0, 1.0, 0.0], [1.0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0, 0.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0], [1.0, 1.0, 1.0, 0, 0]]]",2,,,,True,0.4069766000029631,0.1340213000003132
DQ{,2,"[aaAA, aA]","[1, 4]",0.013709799997741356,"[[0, 0, 0.0, 0, 1.0], [0, 0, 0, 1.0, 0.0], [1.0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 1.0], [0.0, 1.0, 1.0, 0.0, 0]]",3,"[aB, AB, bbbb]","[2, 2, 1]","[[[0, 0, 0.0, 0, 0.0], [0, 0, 0, 0.0, 0.0], [1.0, 0, 0, 0, 0.0], [0, 1.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0.0, 0, 0.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,0.18198970000230474,0.20353540000360226
DTw,3,"[aAA, aa, a]","[3, 1, 1]",0.01932019999367185,"[[0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 1.0], [0.0, 0, 0, -0.0, 1.0], [1.0, 0, 1.0, 0, 0], [1.0, 0.0, 0.0, 0, 0]]",4,"[aB, ABB, bbB, b]","[1, 1, 2, 1]","[[[0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0], [0.0, 0, 0, 0.0, 0.0], [1.0, 0, 0.0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, -0.0, 0.0, -0.0], [0, 0, 0, 0, 1.0], [1.0, 0, 0, 1.0, 0.0], [0.0, 0, 0.0, 0, 0], [1.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.5884181999936118,0.27497139999468345
DT{,3,"[aAA, a, aaaA]","[3, 1, 1]",0.021669800000381656,"[[0, 0, -0.0, 1.0, -0.0], [0, 0, 0, 0, 1.0], [1.0, 0, 0, -0.0, -0.0], [0.0, 0, 1.0, 0, -0.0], [1.0, 0.0, 1.0, 1.0, 0]]",3,"[aaA, a, AAAA]","[3, 1, 1]","[[[0, 0, -0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0], [1.0, 0, 0, -0.0, 1.0], [0.0, 0, 1.0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0]]]",1,,,,True,0.018658399996638764,1.1000010999850929e-06
DUW,1,[aA],[5],0.0043226000052527525,"[[0, 0, -0.0, 1.0, 0], [0, 0, 0, -0.0, 1.0], [1.0, 0, 0, 0, -0.0], [0.0, 1.0, 0, 0, 0], [0, 0.0, 1.0, 0, 0]]",4,"[aC, AC, bc, BB]","[1, 1, 2, 1]","[[[0, 0, -0.0, -0.0, 0], [0, 0, 0, -0.0, -0.0], [-0.0, 0, 0, 0, -0.0], [-0.0, -0.0, 0, 0, 0], [0, -0.0, 1.0, 0, 0]], [[0, 0, -0.0, 1.0, 0], [0, 0, 0, 1.0, -0.0], [-0.0, 0, 0, 0, -0.0], [-0.0, -0.0, 0, 0, 0], [0, -0.0, -0.0, 0, 0]], [[0, 0, 1.0, -0.0, 0], [0, 0, 0, -0.0, 1.0], [-0.0, 0, 0, 0, -0.0], [-0.0, -0.0, 0, 0, 0], [0, -0.0, -0.0, 0, 0]]]",3,,,,True,1.6112967000008211,1.7558098000008613
DUw,3,"[aA, aa, aAA]","[2, 1, 2]",0.016224300001340453,"[[0, 0, -0.0, 1.0, -0.0], [0, 0, 0, -0.0, 1.0], [1.0, 0, 0, 0, 1.0], [0.0, 1.0, 0, 0, 0], [1.0, 0.0, 0.0, 0, 0]]",3,"[aB, AbB, bb]","[2, 2, 1]","[[[0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 1.0], [1.0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0], [1.0, 1.0, 0, 0, 0], [0.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.1425392000019201,0.35606019999977434
DU{,3,"[aA, aAA, aaaA]","[2, 2, 1]",0.016668999996909406,"[[0, 0, -0.0, 1.0, -0.0], [0, 0, 0, -0.0, 1.0], [1.0, 0, 0, 0, -0.0], [0.0, 1.0, 0, 0, -0.0], [1.0, 0.0, 1.0, 1.0, 0]]",3,"[aB, AbB, bbbB]","[2, 2, 1]","[[[0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0.0], [1.0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0.0, 1.0, 0.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 1.0], [1.0, 1.0, 1.0, 0.0, 0]]]",2,,,,True,0.11169230000086827,1.1636534000062966
DV{,3,"[aaaA, aAA, AA]","[2, 2, 1]",0.0180636000004597,"[[0, 0, -0.0, -0.0, 1.0], [0, 0, 0, -0.0, -0.0], [1.0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 0, -0.0], [0.0, 1.0, 1.0, 1.0, 0]]",3,"[abB, AbBB, bb]","[2, 2, 1]","[[[0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0.0, 1.0, 0.0], [0, 0, 0, 1.0, 1.0], [1.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0, 1.0], [0.0, 0.0, 1.0, 0.0, 0]]]",2,,,,True,0.1569327000033809,1.366209700005129
D]w,3,"[aA, aAA, aaa]","[1, 3, 1]",0.017815500003052875,"[[0, 0, -0.0, 1.0, -0.0], [0, 0, 1.0, -0.0, -0.0], [1.0, 0.0, 0, 0, -0.0], [0.0, 1.0, 0, 0, 0], [1.0, 1.0, 1.0, 0, 0]]",3,"[aB, ABB, bbB]","[1, 1, 3]","[[[0, 0, 0.0, 0.0, 0.0], [0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0], [1.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0.0, 0.0], [0, 0, 1.0, 1.0, 0.0], [1.0, 0.0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0]]]",2,,,,True,0.11686589999590069,0.3066818000006606
D]{,2,"[aAA, aaaa]","[4, 1]",0.012832699998398311,"[[0, 0, 0.0, 1.0, 0.0], [0, 0, 1.0, 0.0, 0.0], [1.0, 0.0, 0, 0, 0.0], [0.0, 1.0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 0]]",2,"[aaA, AAAA]","[4, 1]","[[[0, 0, 1.0, 0.0, 1.0], [0, 0, 0.0, 1.0, 1.0], [0.0, 1.0, 0, 0, 1.0], [1.0, 0.0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0]]]",1,,,,True,0.008189300002413802,1.1000010999850929e-06
D^{,2,"[aaaA, AAA]","[3, 2]",0.012149800000770483,"[[0, 0, -0.0, -0.0, -0.0], [0, 0, -0.0, -0.0, -0.0], [1.0, 1.0, 0, 1.0, 0.0], [1.0, 1.0, 0.0, 0, 1.0], [1.0, 1.0, 1.0, 0.0, 0]]",2,"[aaa, aAAA]","[2, 3]","[[[0, 0, 1.0, 1.0, 1.0], [0, 0, 1.0, 1.0, 1.0], [0.0, 0.0, 0, -0.0, 1.0], [0.0, 0.0, 1.0, 0, -0.0], [0.0, 0.0, 0.0, 1.0, 0]]]",1,,,,True,0.011011700000381097,1.0000003385357559e-06
D~{,1,[aaAA],[5],0.006016300001647323,"[[0, -0.0, 1.0, 1.0, -0.0], [1.0, 0, -0.0, -0.0, 1.0], [0.0, 1.0, 0, -0.0, 1.0], [0.0, 1.0, 1.0, 0, -0.0], [1.0, 0.0, 0.0, 1.0, 0]]",3,"[aBBB, ABBB, bbbB]","[1, 1, 3]","[[[0, 0.0, 0.0, 0.0, 0.0], [0.0, 0, 1.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0]], [[0, 1.0, 1.0, 0.0, 1.0], [0.0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0.0], [1.0, 1.0, 1.0, 0, 0.0], [0.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,0.20169200000236742,0.19200629999977536
